Sample	Population	Latitude	Longitude	Age (BP)	Inversion	Datatype	Genome-Wide Std Dev	H1 Avg CN	H2 Avg CN	H1D	H2D
Koszyce-3_8_final	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	NA	bam_samples	0.6486	2.1128	2.1779	0	0
Funadomari_5	Asia	45.38	141.04	3755	NA	bam_samples	0.6421	2.1984	2.0196	0	0
VK50	Yamnaya	57.63	18.28	975	H1H1	bam_samples	0.6585	3.0697	3.0657	1	0
DA238	Asia	61.9	28.92	1417	H1H1	bam_samples	0.7652	2.1455	1.9664	0	0
NOR2B6	Early Farmer	48.45	7.67	2700	H1H1	bam_samples	1.1429	3.8702	3.4539	-2	-2
R66	Early Farmer	41.83	12.47	1750	H1H1	bam_samples	0.7452	0.0453	0.0327	-2	-2
PEY163	Early Farmer	43.31	3.48	2250	H1H1	bam_samples	1.2711	2.6603	2.5049	-2	-2
cim358	Asia	46.41	29.49	2840	H1H2	bam_samples	1.3383	3.0446	3.1053	-2	-2
R134	Early Farmer	41.89	12.5	1550	H1H1	bam_samples	0.6907	0.062	0.0317	-2	-2
Gok2	Early Farmer	58.18	13.41	4850	H1H2	bam_samples	0.6331	2.0168	2.6942	0	1
Jubilee_cave	Early Farmer	54.08	-2.27	5462.5	H1H2	bam_samples	1.1565	3.0085	4.3411	-2	-2
DA94	Asia	52.5	76.61	1218	H1H1	bam_samples	0.8094	2.1889	2.1892	-2	-2
CR-01	Americas	34	-119.73	1052	H1H1	bam_samples	0.6633	2.0256	2.0629	0	0
ERR3262762	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	NA	bam_samples	0.8432	2.0066	2.1236	-2	-2
DA85	Asia	41.62	74.99	1768	H1H1	bam_samples	0.6637	2.0791	2.1392	0	0
R37	Early Farmer	41.75	12.26	1749.5	NA	bam_samples	0.7059	0.0003	0.0072	-2	-2
VK571	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	NA	bam_samples	0.9661	2.4722	3.8344	-2	-2
DA357	Asia	52.29	104.25	7803	H1H1	bam_samples	0.7751	2.2399	2.1389	0	0
DA30	Yamnaya	51.7	65.67	1961.5	H1H1	bam_samples	0.7328	2.8938	3.064	1	0
ZVEJ27_all_merge_RG_rmdup_l30_IR_q30	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	NA	bam_samples	0.7055	1.9235	2.1005	0	0
ERR3262739	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	NA	bam_samples	0.8293	2.2328	2.1573	-2	-2
SC-03	Americas	32.9	-118.5	988.5	H1H1	bam_samples	0.7489	2.0927	2.1583	0	0
SN-50	Americas	33.25	-119.5	1477	H1H1	bam_samples	0.7382	1.9686	2.0907	0	0
Koszyce-3_15_final	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	NA	bam_samples	0.6474	2.0253	3.091	0	1
DA112	Yamnaya	50.51	14.05	2661	H1H1	bam_samples	0.7706	3.3107	3.1093	1	0
NEO247	Americas	66	-170.1	1906	H1H1	bam_samples	0.705	2.0008	2.0879	0	0
DA338	Admixed	51.7	103.7	4200	H1H1	bam_samples	0.7581	2.1394	2.3491	0	0
AH1	Early Farmer	34.19	48.37	9900	H1H2	bam_samples	0.6951	2.0623	3.1506	0	1
H22	Hunter-Gatherer (E)	58.83	6.33	9363.5	H1H1	bam_samples	0.7668	2.2193	2.131	0	0
8.1_raw_merged_f4_sort_rmdup_30bp	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	NA	bam_samples	0.9038	2.6251	2.2991	-2	-2
ERS1164	Yamnaya	48.42	7.66	2200	H2H2	bam_samples	1.0642	1.8566	4.4877	-2	-2
R22	Early Farmer	40.81	8.44	3895.5	H1H1	bam_samples	0.7221	0.23	0.1171	-2	-2
DA10	Asia	49.13	72.91	2816.5	H1H1	bam_samples	0.7251	3.2727	3.3138	1	0
SN-52	Americas	33.26	-119.54	888.5	H1H1	bam_samples	0.847	2.2004	2.1896	-2	-2
R8	Early Farmer	41.96	13.54	7723.5	H1H1	bam_samples	0.7486	0.0604	0.0409	-2	-2
ERS3189349	Early Farmer	33.56	35.4	800	H1H2	bam_samples	0.7635	3.2932	3.4816	1	0
ERR3262733	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	NA	bam_samples	0.7827	1.9461	2.1637	0	0
R130	Early Farmer	41.89	12.5	1550	H1H1	bam_samples	0.6821	0.2086	0.1432	-2	-2
kzb009	Yamnaya	53.94	55.75	3644	H1H2	bam_samples	0.6677	2.207	2.8928	0	1
gun012	Early Farmer	28.27	-16.61	1329	H1H1	bam_samples	0.7573	3.0964	3.4207	1	0
SC2	Hunter-Gatherer (W)	44.63	22.61	8825	H1H1	bam_samples	0.6539	2.3388	2.2722	0	0
ans005	Early Farmer	57.34	18.26	5265	H1H1	bam_samples	1.1003	2.1421	2.5564	-2	-2
MA2210	Early Farmer	38.63	34.3	4700	H2H2	bam_samples	0.7003	1.9368	2.1473	0	0
R69	Early Farmer	41.83	12.47	1750	H1H1	bam_samples	0.6807	0.148	0.1042	-2	-2
TrailCreek	Americas	65.79	-163.41	8956	H1H1	bam_samples	0.7704	2.3272	2.0247	0	0
PL_N27	Early Farmer	52.61	18.8	6250	H1H1	bam_samples	0.6677	2.0967	2.2158	0	0
Pal7	Early Farmer	40.51	22.5	6351	H2H2	bam_samples	0.6791	2.1479	3.1863	0	1
HSJ-A-1	Yamnaya	65.4	-14.66	1015	H1H1	bam_samples	0.763	2.3707	2.1872	0	0
R1544	Early Farmer	42.2	12.33	1749.5	H1H1	bam_samples	0.706	0.1901	0.1109	-2	-2
DA343	Asia	53.19	103.37	4161.5	H1H1	bam_samples	0.7197	2.1216	2.2593	0	0
CK-09	Americas	42.22	-83.07	404	H1H1	bam_samples	0.8656	2.2732	2.1893	-2	-2
RISE1246	Early Farmer	50.2	21.4	4715	H1H1	bam_samples	0.7569	2.2678	2.4365	0	0
Vt719	Asia	20.95	107.1	153.5	H1H1	bam_samples	0.867	2.1537	2.2651	-2	-2
ERS3189348	Early Farmer	33.56	35.4	800	H1H1	bam_samples	0.7831	3.4927	3.3448	1	0
PS-34	Americas	34.9	-120.65	1550	H1H1	bam_samples	1.1429	2.2168	2.5724	-2	-2
DA57	Asia	41.5	75.8	2079.5	H1H2	bam_samples	0.6829	2.0913	3.1023	0	1
ZVEJ32_all_merge_RG_rmdup_l30_IR_q30	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	NA	bam_samples	0.6892	2.23	2.1044	0	0
Iranian_farmer1_sort_merge_rmdup_q30_l30_IR_2bpsoftclip	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	NA	bam_samples	0.7034	2.0911	2.2699	0	0
DA100	Asia	42.16	77.41	1672.5	H1H2	bam_samples	0.6524	2.1237	3.1463	0	1
DA93	Asia	52.5	76.61	1218	H1H1	bam_samples	0.6648	1.9744	2.0423	0	0
NEO229	Asia	53	103.7	6586	H1H1	bam_samples	0.7308	1.9314	2.1475	0	0
RISE1248	Early Farmer	50.2	21.4	4725	H1H2	bam_samples	0.7018	2.3064	3.2117	0	1
COV20126	Early Farmer	37.41	-4.42	5588	H1H2	bam_samples	1.4717	2.8336	4.926	-2	-2
VK102	Yamnaya	65.61	-17.16	750	H1H1	bam_samples	0.6803	1.9587	1.9331	0	0
EBA2	Asia	52.63	76.73	4494	H1H1	bam_samples	0.6217	2.0871	2.0964	0	0
R836	Early Farmer	43.31	13.65	1813.5	H1H1	bam_samples	0.7528	0.0429	0.0243	-2	-2
DA95	Asia	52.62	76.75	1679.5	H1H1	bam_samples	0.6608	2.0753	2.1008	0	0
R72	Early Farmer	41.83	12.47	1750	H1H1	bam_samples	0.7222	0.0827	0.0877	-2	-2
R1548	Early Farmer	42.07	12.59	1813.5	H1H1	bam_samples	0.7089	0.0541	0.0557	-2	-2
ATT26	Yamnaya	49.41	3.05	2225	H1H2	bam_samples	1.3674	2.3562	4.2659	-2	-2
KNS-A-1	Yamnaya	64	-20.15	950	H1H1	bam_samples	1.2073	4.1848	3.8006	-2	-2
In662	Admixed	4.65	96.86	2176	H1H1	bam_samples	1.2278	2.3195	2.4342	-2	-2
BIS385	Yamnaya	48.1	7.44	3850	H1H1	bam_samples	1.0563	2.1507	2.5151	-2	-2
Koszyce-3_13_final	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	NA	bam_samples	0.6488	2.1126	2.1512	0	0
R51	Early Farmer	41.84	12.55	1750	H1H1	bam_samples	0.7032	0.0854	0.0337	-2	-2
SATP	Early Farmer	42.38	42.59	13255	H1H1	bam_samples	0.6815	2.0889	2.1903	0	0
AM71	Americas	-53.84	-71.17	100	H1H1	bam_samples	1.6177	2.5246	2.8109	-2	-2
DA19	Yamnaya	51.27	78.07	2725	H1H1	bam_samples	0.7532	2.1348	2.1995	0	0
RISE674	Asia	53.16	90.21	4078.5	H1H2	bam_samples	0.6501	2.0398	2.9483	0	1
RISE1170	Early Farmer	48.7	21.2	4748.5	H1H1	bam_samples	0.6449	2.0725	2.2036	0	0
DA48	Asia	41.43	75.33	2250	H1H2	bam_samples	0.9035	1.9607	2.5037	-2	-2
12880A	Yamnaya	52.08	0.18	2017	H1H1	bam_samples	0.5918	2.2639	1.8873	0	0
ros3	Early Farmer	60.26	16.41	4955	H1H1	bam_samples	0.6888	1.9704	1.9435	0	0
Rev5	Early Farmer	40.33	22.56	8301	H1H1	bam_samples	0.7004	2.2678	2.2145	0	0
VK569	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	NA	bam_samples	1.0045	2.6567	3.1155	-2	-2
kzb007	Yamnaya	53.94	55.75	3705	H1H2	bam_samples	0.5684	2.1168	2.0625	0	0
DA177	Asia	52.02	77.19	1650	H1H1	bam_samples	0.6531	2.0461	2.0966	0	0
DA111	Yamnaya	50.51	14.05	2758	H1H1	bam_samples	0.7038	2.0702	2.0915	0	0
ERR3262744	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	NA	bam_samples	0.8114	3.1875	3.298	-2	-2
NEO557	Hunter-Gatherer (E)	60.41	38.93	7917	H1H1	bam_samples	0.737	2.2302	2.4769	0	0
MJ-16	Yamnaya	49.41	30.85	2534.5	H1H2	bam_samples	0.8231	2.205	3.5073	-2	-2
R1549	Early Farmer	42.07	12.59	1813.5	H1H1	bam_samples	0.697	0.047	0.0554	-2	-2
cim357	Yamnaya	46.41	29.49	2809.5	H1H1	bam_samples	0.8188	3.6248	3.6484	-2	-2
prs002	Early Farmer	54.25	-8.56	5675	H2H2	bam_samples	0.5469	1.9468	3.8051	0	2
RIX15	Yamnaya	47.74	7.4	3600	H1H1	bam_samples	1.1268	2.2752	2.7262	-2	-2
DA89	Asia	53.6	75.21	1264.5	H1H1	bam_samples	0.779	2.0275	2.3431	0	0
BERG157-7	Early Farmer	43.22	2.41	6131.5	H1H1	bam_samples	0.9231	2.2674	2.2133	-2	-2
SRR6703598	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	NA	bam_samples	0.6442	1.9868	2.0523	0	0
DA194	Yamnaya	46.34	20.16	2338.5	H2H2	bam_samples	0.7091	1.9859	4.0948	0	2
15558A	Yamnaya	52.26	0.07	1455	H1H1	bam_samples	0.6191	3.215	3.3005	1	0
cim359	Asia	47.38	29.09	2873	H1H1	bam_samples	0.6715	3.2556	3.2362	1	0
SC-07	Americas	32.9	-118.5	950	H1H1	bam_samples	0.8196	2.3411	2.3549	-2	-2
mur	Early Farmer	42.35	-3.52	7136	H1H1	bam_samples	0.5607	2.0641	1.983	0	0
DA204	Asia	43.2	76.98	1039	H1H1	bam_samples	0.6896	2.1319	2.0477	0	0
RM-83	Americas	43.87	-79.54	500	H1H1	bam_samples	0.7964	2.1047	2.2883	0	0
VK558	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	NA	bam_samples	0.5984	2.1644	2.133	0	0
R1285	Early Farmer	41.9	12.47	945.5	H1H1	bam_samples	0.7015	0.0268	0.0493	-2	-2
prs013	Early Farmer	54.25	-8.56	5320	H1H2	bam_samples	0.5565	2.0844	3.0648	0	1
COL11	Yamnaya	48.08	7.36	2290	H1H2	bam_samples	1.2813	2.0633	3.5715	-2	-2
R851	Early Farmer	41.6	12.51	2600	H1H1	bam_samples	0.741	0.1176	0.0924	-2	-2
DA339	Asia	51.7	103.7	4040	H1H1	bam_samples	0.8176	2.3505	2.2602	-2	-2
DA144	Yamnaya	47.29	39.55	1933	H1H2	bam_samples	0.7863	1.9153	3.1638	0	1
Koszyce-3_4_final	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	NA	bam_samples	0.648	2.0626	2.1436	0	0
VK560	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	NA	bam_samples	1.2924	1.6806	2.5977	-2	-2
SN-53	Americas	33.26	-119.54	741	H1H1	bam_samples	0.7934	2.1897	2.2531	0	0
DA70	Asia	41.5	75.79	1848.5	H1H1	bam_samples	0.7048	2.0105	2.1597	0	0
NEO625	Admixed	58.73	-2.94	5080	H1H2	bam_samples	0.7194	3.2853	4.3995	1	1
RISE497	Asia	52.95	90.19	3100	H1H1	bam_samples	0.6723	1.897	2.037	0	0
NEO946	Yamnaya	55.71	12.25	3094	H1H2	bam_samples	0.6974	2.0309	3.2121	0	1
FOV-A-1	Yamnaya	65.45	-14.6	635.5	H1H1	bam_samples	1.0881	4.7451	3.9655	-2	-2
Cheddar_man	Hunter-Gatherer (W)	51.28	-2.77	10300	H1H1	bam_samples	0.6683	2.056	2.117	0	0
DA146	Yamnaya	42.86	44.19	1300	H2H2	bam_samples	0.8282	2.1531	4.4333	-2	-2
R123	Early Farmer	41.68	13.15	1761.5	H1H1	bam_samples	0.7267	0.3122	0.1996	-2	-2
DA129	Asia	43.14	76.23	2374.5	H1H1	bam_samples	0.6794	2.146	2.1739	0	0
scy197	Early Farmer	46.67	29.8	2250	H1H1	bam_samples	0.7803	4.1688	4.1248	2	0
DA55	Admixed	41.43	75.33	2031.5	H1H1	bam_samples	0.7584	2.0011	2.1232	0	0
chy001	Yamnaya	51.07	55.07	1878	H1H1	bam_samples	0.749	3.3024	3.3072	1	0
RISE671	Asia	53.16	90.21	4300	H1H1	bam_samples	0.8109	1.9187	2.4081	-2	-2
NEO236	Asia	44.5	135.4	7677.5	H1H1	bam_samples	0.6477	2.0387	2.1708	0	0
QUIN234	Early Farmer	43.3	1.96	3600	H1H1	bam_samples	1.1799	3.762	3.8037	-2	-2
CovaMoura364	Early Farmer	38.75	-9.22	4900	NA	bam_samples	0.7085	2.0904	2.283	0	0
R437	Early Farmer	41.8	12.78	2250	H1H1	bam_samples	0.6856	0.271	0.2095	-2	-2
DA197	Yamnaya	46.34	20.16	2455.5	H1H1	bam_samples	0.7438	2.3547	2.2573	0	0
RISE675	Asia	53.71	90.36	4555	H1H1	bam_samples	0.7411	2.0693	1.9853	0	0
DA98	Asia	42.16	77.41	1847.5	H1H1	bam_samples	0.7654	2.2871	2.1614	0	0
SN_38	Americas	33.26	-119.54	3150	H1H1	bam_samples	1.0335	1.9045	2.3097	-2	-2
NEO242	Americas	66	-170.1	1788	H1H1	bam_samples	0.946	2.5179	2.656	-2	-2
R71	Early Farmer	41.83	12.47	1750	H1H1	bam_samples	0.7206	0.186	0.0922	-2	-2
R47	Early Farmer	41.84	12.55	1667.5	H1H1	bam_samples	0.6923	0.0825	0.0588	-2	-2
PECH8	Early Farmer	43.05	2.96	2400	H1H1	bam_samples	1.2166	3.088	2.1476	-2	-2
DA69	Asia	41.5	75.79	1591.5	H1H1	bam_samples	0.703	2.2242	2.1099	0	0
DA354	Asia	53.18	106.96	4625.5	H1H1	bam_samples	0.863	2.3079	2.3141	-2	-2
DA17	Yamnaya	51.08	75.43	2736.5	H1H1	bam_samples	0.8361	2.7817	2.371	-2	-2
MJ-37	Yamnaya	49.87	34	1635.5	H1H1	bam_samples	1.0196	3.8141	3.1824	-2	-2
Ardu1	Yamnaya	59.1	25.36	4638	H1H1	bam_samples	0.6608	3.2075	3.242	1	0
Alh1	Yamnaya	48.59	12.2	1500	H1H1	bam_samples	0.6432	2.0689	2.1544	0	0
R28	Early Farmer	40.81	8.44	4150	H1H1	bam_samples	0.7231	0.1029	0.023	-2	-2
DA130	Asia	43.37	77.43	2270.5	H1H1	bam_samples	0.9864	2.306	2.2672	-2	-2
R1220	Yamnaya	41.9	12.47	465	H1H1	bam_samples	0.6992	0.275	0.1624	-2	-2
ERR3262759	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	NA	bam_samples	0.9047	2.3019	2.1555	-2	-2
R973	Early Farmer	41.96	12.75	300	H1H1	bam_samples	0.7095	0.2192	0.1264	-2	-2
SRR8144650	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	NA	bam_samples	0.6212	2.0117	2.0647	0	0
16.2_raw_merged_f4_sort_rmdup_30bp	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	NA	bam_samples	0.5899	3.2041	3.1536	1	0
DA74	Asia	41.5	75.79	1540	H1H1	bam_samples	0.6896	3.1327	3.3353	1	0
R75	Early Farmer	41.92	12.49	1850	H1H1	bam_samples	0.742	0.1116	0.0514	-2	-2
prs009	Early Farmer	54.25	-8.56	5310	H1H2	bam_samples	0.5464	1.9406	2.9261	0	1
SN_1	Americas	33.26	-119.54	3150	H1H1	bam_samples	0.9715	2.2698	2.2925	-2	-2
R1550	Early Farmer	42.07	12.59	1813.5	H1H1	bam_samples	0.7074	0.1982	0.1649	-2	-2
MA2213	Early Farmer	38.63	34.3	4700	H1H2	bam_samples	0.6911	1.8984	2.8838	0	1
DA251	Asia	51.7	103.7	7336	H1H1	bam_samples	0.7296	2.0866	2.0031	0	0
SRR6703600	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	NA	bam_samples	0.6561	3.7932	3.916	-1	-1
DA247	Asia	51.7	103.7	7700.5	H1H1	bam_samples	0.6499	2.0093	2.0423	0	0
VDP-A-6	Yamnaya	65.42	-20.29	1000	H1H1	bam_samples	1.1926	2.9343	2.8081	-2	-2
MA2208	Admixed	39.35	33.79	3800	H1H1	bam_samples	1.054	2.6285	2.3341	-2	-2
TV32032extra	Early Farmer	37.94	-7.6	3550	NA	bam_samples	0.7096	4.5481	4.6201	2	0
MJ-42	Asia	53.02	61.97	2617.5	H1H1	bam_samples	0.7281	2.1731	2.157	0	0
12884A	Yamnaya	52.08	0.18	1995	H1H2	bam_samples	0.5457	1.9591	2.8212	0	1
mid002	Early Farmer	57.75	-3.92	5180	H1H1	bam_samples	0.8038	2.003	2.5021	-1	-1
NEO241	Americas	66	-170.1	1971	H1H1	bam_samples	0.8473	2.1282	2.8644	-2	-2
NEO230	Asia	53	103.7	4898.5	H1H1	bam_samples	0.7434	2.223	2.2386	0	0
MJ-12	Early Farmer	45.32	28.41	2861	H1H1	bam_samples	0.8165	2.5789	2.4191	-2	-2
R1021	Early Farmer	41.64	12.91	2600	H1H1	bam_samples	0.749	0.1093	0.0576	-2	-2
WC1	Early Farmer	34.61	47.11	9218.5	H1H1	bam_samples	0.6232	2.2007	2.2525	0	0
DA31	Early Farmer	40.52	44.93	3313.5	H1H1	bam_samples	0.7903	2.059	2.333	0	0
Karelia	Hunter-Gatherer (E)	61.65	35.65	8279.5	H1H1	bam_samples	0.5848	1.9552	1.9924	0	0
RIX2	Early Farmer	47.74	7.4	3600	H1H1	bam_samples	1.0854	3.393	3.7268	-2	-2
R10	Early Farmer	41.96	13.54	7629	H1H1	bam_samples	0.6836	0.0842	0.0611	-2	-2
Th521	Asia	19.3	97.97	1716.5	H1H1	bam_samples	0.7674	2.0003	2.1106	0	0
por004	Early Farmer	42.35	-3.52	4955	H1H1	bam_samples	1.1937	3.0391	2.5061	-2	-2
DA14	Asia	49.12	75.19	2667	H1H1	bam_samples	0.7263	3.2173	3.3367	1	0
DA191	Yamnaya	47.56	20.71	2481	H1H2	bam_samples	0.7112	1.9604	3.0447	0	1
Ze6b	Asia	50.2	81.82	2700	H1H1	bam_samples	0.9217	2.185	2.8531	-2	-2
SSJ-A-2	Yamnaya	65.54	-14.53	1025	H1H1	bam_samples	2.4228	5.3083	5.4395	-2	-2
DA105	Admixed	42.16	77.41	1773.5	H1H1	bam_samples	0.7351	3.0666	3.4383	1	0
R80	Early Farmer	41.92	12.49	1873.5	H1H1	bam_samples	0.6795	0.0613	0.0513	-2	-2
NEO248	Americas	66	-170.1	2115	H1H1	bam_samples	0.7233	2.035	2.0722	0	0
scy011	Yamnaya	48.98	30.18	2183	H1H2	bam_samples	0.8322	2.4897	3.28	-2	-2
bal004	Early Farmer	57.77	-3.9	5190	H1H1	bam_samples	0.5919	3.1761	3.1792	1	0
DA68	Asia	41.5	75.79	1364	H1H1	bam_samples	0.9621	2.2327	2.8066	-2	-2
ans003	Early Farmer	57.34	18.26	5250	H1H1	bam_samples	1.0015	2.0733	2.194	-2	-2
R25	Early Farmer	40.81	8.44	4150	H1H1	bam_samples	0.7516	0.0504	0.0714	-2	-2
MA971	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	NA	bam_samples	0.6426	2.1764	2.1088	0	0
SC_6	Americas	32.9	-118.5	950	H1H1	bam_samples	0.8477	1.953	2.2344	-2	-2
DA341	Asia	52.29	104.25	7585	H1H1	bam_samples	0.6762	2.1076	2.1899	0	0
ATP9	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	NA	bam_samples	0.7288	3.2213	3.2556	1	0
LugarCanto42	Early Farmer	39.42	-8.82	5950	NA	bam_samples	0.6499	2.0163	2.1973	0	0
DA4	Yamnaya	54.68	90.85	2816.5	H1H1	bam_samples	0.7054	3.3861	3.3123	1	0
RISE1249	Early Farmer	50.2	21.4	4736.5	H1H1	bam_samples	0.687	2.1452	2.1306	0	0
14.6_raw_merged_f4_sort_rmdup_30bp	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	NA	bam_samples	0.598	1.9955	2.9477	0	1
DA41	Asia	49.27	101.72	2283	H1H1	bam_samples	0.7547	1.8981	1.8996	0	0
ERR3262725	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	NA	bam_samples	0.8006	2.2239	2.1061	0	0
esp005	Early Farmer	42	-1	3370	H1H1	bam_samples	0.6727	2.3924	2.3685	0	0
M010	Asia	43.61	93.17	2269.5	H1H1	bam_samples	0.8056	2.3211	2.2279	-2	-2
DA127	Asia	42.99	79.37	1672	H1H1	bam_samples	0.7414	2.9825	3.0755	1	0
atp016	Early Farmer	42.35	-3.52	5039.5	H1H1	bam_samples	0.5367	1.9734	1.9448	0	0
VK564	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	NA	bam_samples	0.5665	2.8908	3.7461	1	1
DA117	Asia	42.07	76.97	263	H2H2	bam_samples	0.6808	2.0299	4.1743	0	2
AHUR770c	Americas	37.41	-122.08	10970	H1H1	bam_samples	1.0939	1.9496	2.3948	-2	-2
PSS4170	Yamnaya	48.52	3.6	4036.5	H1H1	bam_samples	0.8239	2.3697	2.3114	-2	-2
VK570	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	NA	bam_samples	1.1253	3.421	2.9795	-2	-2
Th530	Asia	19.3	97.97	1650	H1H1	bam_samples	0.8828	2.3042	2.6154	-2	-2
LugarCanto44	Early Farmer	39.42	-8.82	5950	NA	bam_samples	0.6634	2.11	2.1637	0	0
R65	Early Farmer	41.69	13.09	840	H1H1	bam_samples	0.6627	0.1734	0.1257	-2	-2
Sch72-15	Early Farmer	48.76	7.6	7036.5	H1H2	bam_samples	0.9526	2.0156	3.0985	-2	-2
SIII	Asia	56.18	40.5	34092.5	H1H1	bam_samples	0.6257	2.0089	2.0296	0	0
NEO589	Hunter-Gatherer (W)	55.33	11.15	7478	H1H1	bam_samples	0.6381	2.0521	2.0972	0	0
DA355	Asia	53.19	103.37	5461	H1H1	bam_samples	0.771	2.24	2.4093	0	0
ERS3189343	Early Farmer	33.56	35.4	860.5	H1H2	bam_samples	0.6768	1.9435	2.9413	0	1
VK582	Yamnaya	56.05	9.94	1900	H1H2	bam_samples	1.1603	2.9612	4.1734	-2	-2
kzb001	Yamnaya	53.94	55.75	3594	H1H1	bam_samples	0.9106	2.5156	2.2947	-2	-2
DAV-A-9	Yamnaya	65.97	-18.53	950	H1H1	bam_samples	1.4097	2.3417	2.8022	-2	-2
VK573	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	NA	bam_samples	0.5571	2.1507	2.1411	0	0
SRR6703602	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	NA	bam_samples	0.6472	1.9336	2.9041	0	1
Ksiaznice_gr-3ZC_ind-1_final	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	NA	bam_samples	0.6866	2.1442	2.1145	0	0
ROS78	Early Farmer	48.5	7.47	6550	H1H2	bam_samples	0.825	3.3952	4.6757	-2	-2
gun002	Early Farmer	28.27	-16.61	860.5	H1H2	bam_samples	0.9119	2.1546	3.5159	-2	-2
RISE495	Asia	52.95	90.19	3100	H1H1	bam_samples	0.6705	1.9393	1.9792	0	0
15569A	Yamnaya	52.26	0.07	1490	H1H2	bam_samples	0.616	2.1399	3.0917	0	1
12885A	Yamnaya	52.08	0.18	1164.5	H1H2	bam_samples	0.6072	2.9955	3.8326	1	1
R62	Yamnaya	41.69	13.09	735	H1H1	bam_samples	0.6753	0.093	0.0521	-2	-2
ERS3189357	Yamnaya	33.56	35.4	800	H1H1	bam_samples	0.8013	3.3382	3.4245	1	0
Saqqaq	Asia	69.24	-53.54	3885	H1H1	bam_samples	0.7431	1.8791	2.0279	0	0
Embo_1	Early Farmer	57.91	-4	5050	H1H1	bam_samples	1.0464	2.0182	2.3841	-2	-2
BC25	Americas	23.67	-109.7	500	H1H1	bam_samples	1.1619	2.7049	2.7151	-2	-2
R9	Early Farmer	41.96	13.54	7496	NA	bam_samples	0.658	0.0	0.002	-2	-2
BOT15	Asia	53.17	67.67	5134.5	H1H1	bam_samples	0.6415	2.0374	2.1207	0	0
R67	Early Farmer	41.83	12.47	1750	H1H1	bam_samples	0.6814	0.1458	0.0805	-2	-2
StPet2_sort_merge_rmdup_l30_IR_q30	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	NA	bam_samples	0.9128	2.5119	2.5114	-2	-2
R473	Early Farmer	42.09	11.77	2600	H1H1	bam_samples	0.6707	0.0901	0.0499	-2	-2
ERR3262718	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	NA	bam_samples	0.9364	2.4858	2.2296	-2	-2
CabecoArruda117B	Early Farmer	39.11	-8.66	5050	NA	bam_samples	0.7935	3.2677	3.3759	1	0
DA353	Asia	53.19	103.37	4161.5	H1H1	bam_samples	0.9247	2.302	2.4251	-2	-2
DA345	Asia	53.19	103.37	5455.5	H1H1	bam_samples	0.6835	2.1599	2.12	0	0
DA359	Asia	52.29	104.25	7558.5	H1H1	bam_samples	0.7104	2.2144	2.0953	0	0
ERS1790733	Early Farmer	33.56	35.4	3770	H1H2	bam_samples	0.7061	2.2059	2.2972	0	0
scy192	Early Farmer	46.67	29.8	2250	H1H1	bam_samples	0.6998	2.2092	2.1514	0	0
DA139	Yamnaya	47.29	39.55	1933	H1H2	bam_samples	0.7045	2.042	3.0976	0	1
DA141	Yamnaya	47.28	39.53	1933	H1H1	bam_samples	0.7534	2.0126	2.1673	0	0
NEO853	Hunter-Gatherer (W)	55.55	10.62	6047	H1H1	bam_samples	0.6645	2.2201	2.2405	0	0
M0831	Asia	59.6	151	3050	H1H1	bam_samples	0.7	2.1631	2.2571	0	0
ERS3189339	Early Farmer	33.56	35.4	1525	H1H1	bam_samples	0.6613	2.049	2.0655	0	0
